tab	subtab	mainitem	showoption1	showoption2	showoption3	itemname	option1	option2	option3	option4	option5	option6	option7	option8	option9	sale/new
1	1	0	4041603	4041602	4041604	Mega-BOT	1949630510	1949696046	1949761582	1949827118	1949892654	46	0	16842752	4041600	0
1	1	0	3072101	3072104	3072107	GreenBalloon	61	0	0	0	0	0	0	16842752	3072100	0
1	1	0	3082101	3082104	3082107	BlueBalloon	3764977710	3765043246	3765108782	3765174318	3765239854	46	0	16842752	3082100	0
1	1	0	3072001	3072004	3072007	RedVictory	125370415	125435951	125501487	125567023	125632559	47	0	16842752	3072000	0
1	1	0	3082001	3082004	3082007	BlueVictory	3758424110	3758489646	3758555182	3758620718	3758686254	46	0	16842752	3082000	0
1	1	0	3071501	3071504	3071507	AceFlag	118816815	118882351	118947887	119013423	119078959	47	0	16842752	3071500	0
1	1	0	3081501	3081504	3081507	KnightFlag	3725656110	3725721646	3725787182	3725852718	3725918254	46	0	16842752	3081500	0
1	1	0	3071401	3071404	3071407	TorchFlag	86048815	86114351	86179887	86245423	86310959	47	0	16842752	3071400	0
1	1	0	3081401	3081404	3081407	TorchFlag	3719102510	3719168046	3719233582	3719299118	3719364654	46	0	16842752	3081400	0
1	1	0	3071301	3071304	3071307	WhiteFlag	79495215	79560751	79626287	79691823	79757359	47	0	16842752	3071300	0
1	1	0	3081301	3081304	3081307	RedFlag	3712548910	3712614446	3712679982	3712745518	3712811054	46	0	16842752	3081300	0
1	1	0	3071201	3071204	3071207	PurpleFlag	72941615	73007151	73072687	73138223	73203759	47	0	16842752	3071200	0
1	1	0	3081201	3081204	3081207	PurpleFlag	3705995310	3706060846	3706126382	3706191918	3706257454	46	0	16842752	3081200	0
1	1	0	3071101	3071104	3071107	PowerFlag	66388015	66453551	66519087	66584623	66650159	47	0	16842752	3071100	0
1	1	0	3081101	3081104	3081107	PowerFlag	3699441710	3699507246	3699572782	3699638318	3699703854	46	0	16842752	3081100	0
1	1	0	3071001	3071004	3071007	Fire-Flag	59834415	59899951	59965487	60031023	60096559	47	0	16842752	3071000	0
1	1	0	3081001	3081004	3081007	Victory-Flag	3692888110	3692953646	3693019182	3693084718	3693150254	46	0	16842752	3081000	0
1	1	0	7411801	7411804	7411807	Draconla	53280815	53346351	53411887	53477423	53542959	47	0	16842752	7411800	0
1	1	0	3042901	3042904	3042907	Raptor	408748145	408813681	408879217	408944753	409010289	113	0	16842752	3042900	0
1	1	0	3022201	3022204	0	Honor	1851326510	1851392046	1851457582	1851523118	1851588654	46	0	16842752	3022200	0
1	1	0	3070301	3070304	3070307	TheDragon	0	0	0	0	0	0	0	16842752	3070300	0
1	1	0	4040603	4040602	4040604	White-Knight	3647012910	3647078446	3647143982	3647209518	3647275054	46	0	16842752	4040600	0
1	1	0	4040903	4040902	4040904	LanternMan	61	0	0	0	0	0	0	16842752	4040900	0
1	1	0	3032200	3032201	0	LuckyAura	61	0	0	0	0	0	0	16842752	3032200	0
1	1	0	4051101	4051104	4051107	Arsenal	0	0	0	0	0	0	0	16842752	4051100	0
1	1	0	4020031	4020034	0	RushII	0	0	0	0	0	0	0	16842752	4020030	0
1	1	0	4010031	4010034	0	MobilityBoost	0	0	0	0	0	0	0	16842752	4010030	0
1	1	0	4030102	4030103	0	RevivalPack	0	0	0	0	0	0	0	16842752	4030100	0
1	2	0	7416201	7416204	7416207	RedRanger	0	0	0	0	0	0	0	33619968	7416200	0
1	2	0	7416401	7416404	7416407	CommandoHead	697106545	697172081	697237617	697303153	697368689	113	0	33619968	7416400	0
1	2	0	7416501	7416504	7416507	NaviCat	710213745	710279281	710344817	710410353	710475889	113	0	33619968	7416500	0
1	2	0	7416801	7416804	7416807	BlueRanger	716767345	716832881	716898417	716963953	717029489	113	0	33619968	7416800	0
1	2	0	7416901	7416904	7416907	YellowRanger	736428145	736493681	736559217	736624753	736690289	113	0	33619968	7416900	0
1	2	0	7417301	7417304	7417307	GoldThunderHead	742981745	743047281	743112817	743178353	743243889	113	0	33619968	7417300	0
1	2	0	7417401	7417404	7417407	GreenRanger	769196145	769261681	769327217	769392753	769458289	113	0	33619968	7417400	0
1	2	0	7415801	7415804	7415807	MechSongoku	775749745	775815281	775880817	775946353	776011889	113	0	33619968	7415800	0
1	2	0	7417001	7417004	7417007	GoldLion	670892145	670957681	671023217	671088753	671154289	113	0	33619968	7417000	0
1	2	0	7416001	7416004	7416007	Igor	749535345	749600881	749666417	749731953	749797489	113	0	33619968	7416000	0
1	2	0	7416301	7416304	7416307	ThunderHead	683999345	684064881	684130417	684195953	684261489	113	0	33619968	7416300	0
1	2	0	7411801	7411804	7411807	Draconla	703660145	703725681	703791217	703856753	703922289	113	0	33619968	7411800	0
1	2	0	7411701	7411704	7411707	Crawler	408748145	408813681	408879217	408944753	409010289	113	0	33619968	7411700	0
1	2	0	7415901	7415904	7415907	Footer	402194545	402260081	402325617	402391153	402456689	113	0	33619968	7415900	0
1	2	0	7415001	7415004	7415007	Ronan	677445745	677511281	677576817	677642353	677707889	113	0	33619968	7415000	0
1	2	0	7412201	7412204	7412207	Lucius	618463345	618528881	618594417	618659953	618725489	113	0	33619968	7412200	0
1	2	0	7412601	7412604	7412607	Pamplona	434962545	435028081	435093617	435159153	435224689	113	0	33619968	7412600	0
1	2	0	7412501	7412504	7412507	Stripes	461176945	461242481	461308017	461373553	461439089	113	0	33619968	7412500	0
1	2	0	7414601	7414604	7414607	Clump	454623345	454688881	454754417	454819953	454885489	113	0	33619968	7414600	0
1	2	0	7412801	7412804	7412807	Spike	592248945	592314481	592380017	592445553	592511089	113	0	33619968	7412800	0
1	2	0	7415201	7415204	7415207	Spartan	474284145	474349681	474415217	474480753	474546289	113	0	33619968	7415200	0
1	2	0	7414101	7414104	7414107	Goldie	631570545	631636081	631701617	631767153	631832689	113	0	33619968	7414100	0
1	2	0	7415601	7415604	7415607	Templar	559480945	559546481	559612017	559677553	559743089	113	0	33619968	7415600	0
1	2	0	7415301	7415304	7415307	Fierce	657784945	657850481	657916017	657981553	658047089	113	0	33619968	7415300	0
1	2	0	7416101	7416104	7416107	SantaHelmet	638124145	638189681	638255217	638320753	638386289	113	0	33619968	7416100	0
1	2	0	7414801	7414804	7414807	Ripper	690552945	690618481	690684017	690749553	690815089	113	0	33619968	7414800	0
1	2	0	7411501	7411504	7411507	Simian	605356145	605421681	605487217	605552753	605618289	113	0	33619968	7411500	0
1	2	0	7411601	7411604	7411607	DireFang	389087345	389152881	389218417	389283953	389349489	113	0	33619968	7411600	0
1	2	0	7411901	7411904	7411907	Chomp	395640945	395706481	395772017	395837553	395903089	113	0	33619968	7411900	0
1	2	0	7412001	7412004	7412007	Dragoon	415301745	415367281	415432817	415498353	415563889	113	0	33619968	7412000	0
1	3	0	3070401	3070404	3070407	AllStars	421855345	421920881	421986417	422051953	422117489	113	0	50397184	3070400	0
1	3	0	3080401	3080404	3080407	Valor	3653566510	3653632046	3653697582	3653763118	3653828654	46	0	50397184	3080400	0
1	3	0	8014201	8014204	8014207	SongokuJr.	13959215	14024751	14090287	14155823	14221359	47	0	50397184	8014200	0
1	3	0	3044001	3044004	3044007	SongokuCloudWings	1232928890	1232994426	1233059962	1233125498	1233191034	122	0	50397184	3044000	0
1	3	0	3045401	3045404	3045407	GoldAngelWings	1923416110	1923481646	1923547182	1923612718	1923678254	46	0	50397184	3045400	0
1	3	0	3022801	3022804	0	DoubleBeam	2015166510	2015232046	2015297582	2015363118	2015428654	46	0	50397184	3022800	0
1	3	0	8012401	8012404	8012407	Crawlie	0	0	0	0	0	0	0	50397184	8012400	0
1	3	0	3022401	3022404	0	Light	1114964090	1115029626	1115095162	1115160698	1115226234	122	0	50397184	3022400	0
1	3	0	3042601	3042604	3042607	Titan	0	0	0	0	0	0	0	50397184	3042600	0
1	3	0	8015001	8015004	8015007	ThunderJunior	1831665710	1831731246	1831796782	1831862318	1831927854	46	0	50397184	8015000	0
1	3	0	3044401	3044404	3044407	ThunderWings	1285357690	1285423226	1285488762	1285554298	1285619834	122	0	50397184	3044400	0
1	3	0	3071001	3071004	3071007	Fire-Flag	1949630510	1949696046	1949761582	1949827118	1949892654	46	0	50397184	3071000	0
1	3	0	3081001	3081004	3081007	Victory-Flag	3692888110	3692953646	3693019182	3693084718	3693150254	46	0	50397184	3081000	0
1	3	0	3042901	3042904	3042907	Raptor	53280815	53346351	53411887	53477423	53542959	47	0	50397184	3042900	0
1	3	0	3022201	3022204	0	Honor	1851326510	1851392046	1851457582	1851523118	1851588654	46	0	50397184	3022200	0
1	3	0	3070301	3070304	3070307	TheDragon	0	0	0	0	0	0	0	50397184	3070300	0
1	3	0	3032200	3032201	0	LuckyAura	3647012910	3647078446	3647143982	3647209518	3647275054	46	0	50397184	3032200	0
1	3	0	8014301	8014304	8014307	Bounce	0	0	0	0	0	0	0	50397184	8014300	0
1	3	0	8014401	8014404	8014407	Sammy	1239482490	1239548026	1239613562	1239679098	1239744634	122	0	50397184	8014400	0
1	3	0	8013001	8013004	8013007	Bully	1246036090	1246101626	1246167162	1246232698	1246298234	122	0	50397184	8013000	0
1	3	0	8012301	8012304	8012307	Rascal	1154285690	1154351226	1154416762	1154482298	1154547834	122	0	50397184	8012300	0
1	3	0	8012601	8012604	8012607	Lil-Stripe	1108410490	1108476026	1108541562	1108607098	1108672634	122	0	50397184	8012600	0
1	3	0	8012901	8012904	8012907	Dab	1128071290	1128136826	1128202362	1128267898	1128333434	122	0	50397184	8012900	0
1	3	0	8013701	8013704	8013707	Lil-Spartan	1147732090	1147797626	1147863162	1147928698	1147994234	122	0	50397184	8013700	0
1	3	0	8012801	8012804	8012807	Brat	1200160890	1200226426	1200291962	1200357498	1200423034	122	0	50397184	8012800	0
1	3	0	8013101	8013104	8013107	Nibbler	1141178490	1141244026	1141309562	1141375098	1141440634	122	0	50397184	8013100	0
1	3	0	8013801	8013804	8013807	Lance	1160839290	1160904826	1160970362	1161035898	1161101434	122	0	50397184	8013800	0
1	3	0	8014801	8014804	8014807	Rudolf	1206714490	1206780026	1206845562	1206911098	1206976634	122	0	50397184	8014800	0
1	3	0	8012201	8012204	8012207	Waddy	1272250490	1272316026	1272381562	1272447098	1272512634	122	0	50397184	8012200	0
1	3	0	8012701	8012704	8012707	Puff	1101856890	1101922426	1101987962	1102053498	1102119034	122	0	50397184	8012700	0
1	3	0	8013301	8013304	8013307	Beaker	1134624890	1134690426	1134755962	1134821498	1134887034	122	0	50397184	8013300	0
1	3	0	8013401	8013404	8013407	Pokey	1173946490	1174012026	1174077562	1174143098	1174208634	122	0	50397184	8013400	0
1	3	0	8014101	8014104	8014107	Taurus	1180500090	1180565626	1180631162	1180696698	1180762234	122	0	50397184	8014100	0
1	3	0	3022101	3022104	0	Spirit	1226375290	1226440826	1226506362	1226571898	1226637434	122	0	50397184	3022100	0
1	3	0	3022601	3022604	0	Justice	0	0	0	0	0	0	0	50397184	3022600	0
1	3	0	3022501	3022504	0	Truth	0	0	0	0	0	0	0	50397184	3022500	0
1	3	0	3022301	3022304	0	Joy	0	0	0	0	0	0	0	50397184	3022300	0
1	3	0	3042401	3042404	3042407	CrawlerWing	0	0	0	0	0	0	0	50397184	3042400	0
1	3	0	3044101	3044104	3044107	Aerial	1818558510	1818624046	1818689582	1818755118	1818820654	46	0	50397184	3044100	0
1	3	0	3043401	3043404	3043407	Scarab	1929969710	1930035246	1930100782	1930166318	1930231854	46	0	50397184	3043400	0
1	3	0	3042201	3042204	3042207	DracoWing	1884094510	1884160046	1884225582	1884291118	1884356654	46	0	50397184	3042200	0
1	3	0	3042301	3042304	3042307	Tangler	1805451310	1805516846	1805582382	1805647918	1805713454	46	0	50397184	3042300	0
1	3	0	3042101	3042104	3042107	ManaWing	1812004910	1812070446	1812135982	1812201518	1812267054	46	0	50397184	3042100	0
1	3	0	3042501	3042504	3042507	DragoonAer	1798897710	1798963246	1799028782	1799094318	1799159854	46	0	50397184	3042500	0
1	3	0	3042801	3042804	3042807	StripesTail	1825112110	1825177646	1825243182	1825308718	1825374254	46	0	50397184	3042800	0
1	3	0	3043001	3043004	3043007	Seraphim	1844772910	1844838446	1844903982	1844969518	1845035054	46	0	50397184	3043000	0
1	3	0	3042601	3042604	3042607	Titan	1857880110	1857945646	1858011182	1858076718	1858142254	46	0	50397184	3042600	0
1	3	0	3042701	3042704	3042707	Stripes-Cloak	1831665710	1831731246	1831796782	1831862318	1831927854	46	0	50397184	3042700	0
1	3	0	3043501	3043504	3043507	SpartanWings	1838219310	1838284846	1838350382	1838415918	1838481454	46	0	50397184	3043500	0
1	3	0	3041901	3041902	0	Resistance	1890648110	1890713646	1890779182	1890844718	1890910254	46	0	50397184	3041901	0
1	3	0	3043201	3043204	3043207	Candy	0	0	0	0	0	0	0	50397184	3043200	0
1	3	0	3041701	3041702	0	TankBooster	1870987310	1871052846	1871118382	1871183918	1871249454	46	0	50397184	3041701	0
1	3	0	3041401	3041402	0	Steambooster-Wing	0	0	0	0	0	0	0	50397184	3041401	0
1	3	0	3042001	3042004	3042007	ChomperFins	0	0	0	0	0	0	0	50397184	3042000	0
1	3	0	3040301	3040302	0	JointTail	1792344110	1792409646	1792475182	1792540718	1792606254	46	0	50397184	3040301	0
1	3	0	3043901	3043904	3043907	Nitriss	0	0	0	0	0	0	0	50397184	3043900	0
1	3	0	3040201	3040202	0	Armored-Wing	1916862510	1916928046	1916993582	1917059118	1917124654	46	0	50397184	3040201	0
1	3	0	3043601	3043604	3043607	Trilobit	0	0	0	0	0	0	0	50397184	3043600	0
1	3	0	3044201	3044204	3044207	JingleBellWing	1897201710	1897267246	1897332782	1897398318	1897463854	46	0	50397184	3044200	0
1	3	0	3040101	3040102	0	Delta-Wing	1936523310	1936588846	1936654382	1936719918	1936785454	46	0	50397184	3040101	0
1	3	0	3041601	3041602	0	Delta-Rocket-Wing	0	0	0	0	0	0	0	50397184	3041601	0
1	3	0	3041101	3041102	0	Titanium-Wing	0	0	0	0	0	0	0	50397184	3041101	0
1	3	0	3041201	3041202	0	Jetpack-Wing	0	0	0	0	0	0	0	50397184	3041201	0
1	3	0	3041301	3041302	0	Heliblade-Wing	0	0	0	0	0	0	0	50397184	3041301	0
1	3	0	3041801	3041802	0	Megabat-Wing	0	0	0	0	0	0	0	50397184	3041801	0
1	3	0	3080301	3080304	3080307	TheDragon	0	0	0	0	0	0	0	50397184	3080300	0
1	3	0	3070201	3070204	3070207	TwinFish	7405615	7471151	7536687	7602223	7667759	47	0	50397184	3070200	0
1	3	0	3080201	3080204	3080207	TwinFish	3640459310	3640524846	3640590382	3640655918	3640721454	46	0	50397184	3080200	0
1	4	0	4041603	4041602	4041604	Mega-BOT	852015	917551	983087	1048623	1114159	47	0	67174400	4041600	0
1	4	0	4030201	4030202	4030203	HP-Pack	61	0	0	0	0	0	0	67174400	4030200	0
1	4	0	4030301	0	0	HP-Pack(Small)	0	0	0	0	0	0	0	67174400	4030301	0
1	4	0	4030401	0	0	HP-Pack(Medium)	0	0	0	0	0	0	0	67174400	4030401	0
1	4	0	4040503	4040502	4040504	DigiDragon	0	0	0	0	0	0	0	67174400	4040500	0
1	4	0	4040203	4040202	4040204	Dark-Knight	61	0	0	0	0	0	0	67174400	4040200	0
1	4	0	4040603	4040602	4040604	White-Knight	61	0	0	0	0	0	0	67174400	4040600	0
1	4	0	4040903	4040902	4040904	LanternMan	61	0	0	0	0	0	0	67174400	4040900	0
1	4	0	4051101	4051104	4051107	Arsenal	61	0	0	0	0	0	0	67174400	4051100	0
1	4	0	4020031	4020034	0	RushII	0	0	0	0	0	0	0	67174400	4020030	0
1	4	0	4010031	4010034	0	MobilityBoost	0	0	0	0	0	0	0	67174400	4010030	0
1	4	0	4030102	4030103	0	RevivalPack	0	0	0	0	0	0	0	67174400	4030100	0
1	4	0	4041403	4041402	4041404	RedTeam	0	0	0	0	0	0	0	67174400	4041400	0
1	4	0	4041003	4041002	4041004	Overrunner	61	0	0	0	0	0	0	67174400	4041000	0
1	4	0	4040303	4040302	4040304	Lady-Valor	61	0	0	0	0	0	0	67174400	4040300	0
1	4	0	4040703	4040702	4040704	DeathHunter	61	0	0	0	0	0	0	67174400	4040700	0
1	4	0	4041503	4041502	4041504	Frosty	61	0	0	0	0	0	0	67174400	4041500	0
1	4	0	4040103	4040102	4040104	SuperKhanZ	61	0	0	0	0	0	0	67174400	4040100	0
1	4	0	4040403	4040402	4040404	GeneralScourge	61	0	0	0	0	0	0	67174400	4040400	0
1	4	0	4040803	4040802	4040804	Ice-Kong	61	0	0	0	0	0	0	67174400	4040800	0
1	4	0	4020041	4020044	0	Upper-cutII	61	0	0	0	0	0	0	67174400	4020040	0
1	4	0	4020021	4020024	0	Ion-WaveII	0	0	0	0	0	0	0	67174400	4020020	0
1	4	0	4010041	4010044	0	ChargingII	0	0	0	0	0	0	0	67174400	4010040	0
1	4	0	4010021	4010024	0	CounterAttackII	0	0	0	0	0	0	0	67174400	4010020	0
1	4	0	4051401	4051404	4051407	Sharps	0	0	0	0	0	0	0	67174400	4051400	0
1	4	0	4051301	4051304	4051307	Grounder	0	0	0	0	0	0	0	67174400	4051300	0
1	4	0	4051001	4051004	4051007	Shuriken	0	0	0	0	0	0	0	67174400	4051000	0
1	4	0	4050801	4050804	4050807	OpsTeam	0	0	0	0	0	0	0	67174400	4050800	0
1	4	0	4051201	4051204	4051207	Aeron	0	0	0	0	0	0	0	67174400	4051200	0
1	4	0	4050901	4050904	4050907	EchoForce	0	0	0	0	0	0	0	67174400	4050900	0
1	5	0	5010200	0	0	Transformation-Coupon	0	0	0	0	0	0	0	83951616	5010200	0
1	5	0	5041300	0	0	Expand-Guild	0	0	0	0	0	0	0	83951616	5041300	0
1	5	0	5041400	0	0	Expand-Guild	0	0	0	0	0	0	0	83951616	5041400	0
1	5	0	5041200	0	0	Combination-Coupon	0	0	0	0	0	0	0	83951616	5041200	0
1	5	0	5010300	0	0	AddStash	0	0	0	0	0	0	0	83951616	5010300	0
2	1	0	7414701	7414704	7414707	Panda	0	0	0	0	0	0	0	16908288	7414700	0
2	1	0	7416201	7416204	7416207	RedRanger	598802545	598868081	598933617	598999153	599064689	113	0	16908288	7416200	0
2	1	0	7416401	7416404	7416407	CommandoHead	697106545	697172081	697237617	697303153	697368689	113	0	16908288	7416400	0
2	1	0	7416501	7416504	7416507	NaviCat	710213745	710279281	710344817	710410353	710475889	113	0	16908288	7416500	0
2	1	0	7416801	7416804	7416807	BlueRanger	716767345	716832881	716898417	716963953	717029489	113	0	16908288	7416800	0
2	1	0	7416901	7416904	7416907	YellowRanger	736428145	736493681	736559217	736624753	736690289	113	0	16908288	7416900	0
2	1	0	7417301	7417304	7417307	GoldThunderHead	742981745	743047281	743112817	743178353	743243889	113	0	16908288	7417300	0
2	1	0	7417401	7417404	7417407	GreenRanger	769196145	769261681	769327217	769392753	769458289	113	0	16908288	7417400	0
2	1	0	7415801	7415804	7415807	MechSongoku	775749745	775815281	775880817	775946353	776011889	113	0	16908288	7415800	0
2	1	0	7417001	7417004	7417007	GoldLion	670892145	670957681	671023217	671088753	671154289	113	0	16908288	7417000	0
2	1	0	7416301	7416304	7416307	ThunderHead	749535345	749600881	749666417	749731953	749797489	113	0	16908288	7416300	0
2	1	0	7416001	7416004	7416007	Igor	703660145	703725681	703791217	703856753	703922289	113	0	16908288	7416000	0
2	1	0	7411801	7411804	7411807	Draconla	683999345	684064881	684130417	684195953	684261489	113	0	16908288	7411800	0
2	1	0	7411701	7411704	7411707	Crawler	408748145	408813681	408879217	408944753	409010289	113	0	16908288	7411700	0
2	1	0	7415901	7415904	7415907	Footer	402194545	402260081	402325617	402391153	402456689	113	0	16908288	7415900	0
2	1	0	7415001	7415004	7415007	Ronan	677445745	677511281	677576817	677642353	677707889	113	0	16908288	7415000	0
2	1	0	7412201	7412204	7412207	Lucius	618463345	618528881	618594417	618659953	618725489	113	0	16908288	7412200	0
2	1	0	7412601	7412604	7412607	Pamplona	434962545	435028081	435093617	435159153	435224689	113	0	16908288	7412600	0
2	1	0	7412501	7412504	7412507	Stripes	461176945	461242481	461308017	461373553	461439089	113	0	16908288	7412500	0
2	1	0	7414601	7414604	7414607	Clump	454623345	454688881	454754417	454819953	454885489	113	0	16908288	7414600	0
2	1	0	7412801	7412804	7412807	Spike	592248945	592314481	592380017	592445553	592511089	113	0	16908288	7412800	0
2	1	0	7415201	7415204	7415207	Spartan	474284145	474349681	474415217	474480753	474546289	113	0	16908288	7415200	0
2	1	0	7414101	7414104	7414107	Goldie	631570545	631636081	631701617	631767153	631832689	113	0	16908288	7414100	0
2	1	0	7415601	7415604	7415607	Templar	559480945	559546481	559612017	559677553	559743089	113	0	16908288	7415600	0
2	1	0	7415301	7415304	7415307	Fierce	657784945	657850481	657916017	657981553	658047089	113	0	16908288	7415300	0
2	1	0	7416101	7416104	7416107	SantaHelmet	638124145	638189681	638255217	638320753	638386289	113	0	16908288	7416100	0
2	1	0	7414801	7414804	7414807	Ripper	690552945	690618481	690684017	690749553	690815089	113	0	16908288	7414800	0
2	1	0	7411501	7411504	7411507	Simian	605356145	605421681	605487217	605552753	605618289	113	0	16908288	7411500	0
2	1	0	7411601	7411604	7411607	DireFang	389087345	389152881	389218417	389283953	389349489	113	0	16908288	7411600	0
2	1	0	7411901	7411904	7411907	Chomp	395640945	395706481	395772017	395837553	395903089	113	0	16908288	7411900	0
2	1	0	7412001	7412004	7412007	Dragoon	415301745	415367281	415432817	415498353	415563889	113	0	16908288	7412000	0
2	1	0	1110100	0	0	Hammer-Head	421855345	421920881	421986417	422051953	422117489	113	0	16908288	1110100	0
2	2	0	1120100	0	0	Hammer-Head	0	0	0	0	0	0	0	33685504	1120100	0
2	3	0	1130100	0	0	Hammer-Head	0	0	0	0	0	0	0	50462720	1130100	0
2	1	0	1110200	0	0	C.A.T.	0	0	0	0	0	0	0	16908288	1110200	0
2	2	0	1120200	0	0	C.A.T.	0	0	0	0	0	0	0	33685504	1120200	0
2	3	0	1130200	0	0	C.A.T.	0	0	0	0	0	0	0	50462720	1130200	0
2	1	0	1110300	0	0	Hazard-Hex	0	0	0	0	0	0	0	16908288	1110300	0
2	2	0	1120300	0	0	Hazard-Hex	0	0	0	0	0	0	0	33685504	1120300	0
2	3	0	1130300	0	0	Hazard-Hex	0	0	0	0	0	0	0	50462720	1130300	0
2	1	0	1110400	0	0	Crash-Bolt	0	0	0	0	0	0	0	16908288	1110400	0
2	2	0	1120400	0	0	Crash-Bolt	0	0	0	0	0	0	0	33685504	1120400	0
2	3	0	1130400	0	0	Crash-Bolt	0	0	0	0	0	0	0	50462720	1130400	0
2	1	0	1110500	0	0	LykanLauncher	0	0	0	0	0	0	0	16908288	1110500	0
2	2	0	1120500	0	0	LykanLauncher	0	0	0	0	0	0	0	33685504	1120500	0
2	3	0	1130500	0	0	LykanLauncher	0	0	0	0	0	0	0	50462720	1130500	0
2	1	0	1110600	0	0	Hyperbore	0	0	0	0	0	0	0	16908288	1110600	0
2	2	0	1120600	0	0	Hyperbore	0	0	0	0	0	0	0	33685504	1120600	0
2	3	0	1130600	0	0	Hyperbore	0	0	0	0	0	0	0	50462720	1130600	0
2	1	0	1110700	0	0	Firewall	0	0	0	0	0	0	0	16908288	1110700	0
2	2	0	1120700	0	0	Firewall	0	0	0	0	0	0	0	33685504	1120700	0
2	3	0	1130700	0	0	Firewall	0	0	0	0	0	0	0	50462720	1130700	0
2	1	0	1110800	0	0	Blazer	0	0	0	0	0	0	0	16908288	1110800	0
2	2	0	1120800	0	0	Blazer	0	0	0	0	0	0	0	33685504	1120800	0
2	3	0	1130800	0	0	Blazer	0	0	0	0	0	0	0	50462720	1130800	0
2	1	0	1110900	0	0	Ultrabash	0	0	0	0	0	0	0	16908288	1110900	0
2	2	0	1120900	0	0	Ultrabash	0	0	0	0	0	0	0	33685504	1120900	0
